front_image,back_image,is_late,date,taken_time,bereal_moment,latitude,longitude,day_of_week,hour_of_day,is_with_people
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/STxXl59kA8cpxVCN.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/rpqTeUs6KvrTiER-.webp,False,2024-10-02T00:00:00.000Z,2024-10-03 02:34:44.654000+00:00,2024-10-02T21:22:05.352Z,37.784095,-122.409191,Thursday,2,False
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/3Cv8lrTazBO1Ltfn.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/vXe5jriSch7Z-T02.webp,False,2024-10-01T00:00:00.000Z,2024-10-01 17:41:41.052000+00:00,2024-10-01T17:41:05.371Z,37.784065,-122.409145,Tuesday,17,True
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/BjdetXwUyhivYOQJ.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/r2eGzGjxjKfmY4Sz.webp,False,2024-10-01T00:00:00.000Z,2024-10-01 18:41:11.746000+00:00,2024-10-01T17:41:05.371Z,37.786874,-122.4044,Tuesday,18,True
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/KcRC3WHigvjKgq87.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/ivprjohfPBxeRGSZ.webp,False,2024-10-01T00:00:00.000Z,2024-10-02 06:31:42.353000+00:00,2024-10-01T17:41:05.371Z,37.783315,-122.409789,Wednesday,6,True
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/4eQIbGp6z3f1hc-M.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/G9lxG2v90d4p_-cH.webp,False,2024-10-01T00:00:00.000Z,2024-10-02 06:46:36.839000+00:00,2024-10-01T17:41:05.371Z,37.78361,-122.409466,Wednesday,6,True
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/tzQcyWozAj5Ip1Kg.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/aeKaWAyyZ-pOQbOR.webp,True,2024-09-30T00:00:00.000Z,2024-09-30 21:06:48.263000+00:00,2024-09-30T21:01:05.381Z,37.78364,-122.40958,Monday,21,True
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/drLPBbyrF8V5miPm.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/okOnhiWXUh4mCkEC.webp,False,2024-09-30T00:00:00.000Z,2024-10-01 02:16:21.495000+00:00,2024-09-30T21:01:05.381Z,37.783505,-122.409456,Tuesday,2,True
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/56yfS5OqjzNRxV6K.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/qY3TWPbua7HfzZO0.webp,True,2024-09-29T00:00:00.000Z,2024-09-30 01:46:49.275000+00:00,2024-09-30T01:18:05.301Z,37.784065,-122.409145,Monday,1,True
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/tAT0QoargK3n1mjH.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/rmbmweTBxxmHovDn.webp,True,2024-09-28T00:00:00.000Z,2024-09-29 00:48:09.128000+00:00,2024-09-29T00:03:05.313Z,37.78406524658203,-122.40914154052734,Sunday,0,False
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/AsZE-au4LvjEuQwc.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/LxS3hWJfGscvTKGy.webp,False,2024-09-28T00:00:00.000Z,2024-09-29 03:19:22.468000+00:00,2024-09-29T00:03:05.313Z,37.78406524658203,-122.40914154052734,Sunday,3,True
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/SRUYcM_kiHHjuPC5.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/DfuDuZxSTsQbo7EQ.webp,True,2024-09-27T00:00:00.000Z,2024-09-27 20:48:10.889000+00:00,2024-09-27T20:45:05.554Z,37.781204,-122.471753,Friday,20,True
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/JA7iJKQFzJPvnwPt.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/Zs47DslJXR_o0EBW.webp,False,2024-09-27T00:00:00.000Z,2024-09-28 02:56:16.036000+00:00,2024-09-27T20:45:05.554Z,37.783484,-122.409348,Saturday,2,False
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/hZ_EkEuuAcRL3xAj.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/pTLSBNbX6_-02VBU.webp,True,2024-09-26T00:00:00.000Z,2024-09-26 22:18:52.788000+00:00,2024-09-26T19:58:05.334Z,37.78525,-122.40644,Thursday,22,False
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/exwjfNE58kpcXwx7.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/eAIQKwcozX27vUu4.webp,False,2024-09-26T00:00:00.000Z,2024-09-27 03:37:49.817000+00:00,2024-09-26T19:58:05.334Z,37.789608001708984,-122.40166473388672,Friday,3,False
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/19MNuI8WgyXeYqL9.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/qR9JHOAZI0lXgytD.webp,True,2024-09-25T00:00:00.000Z,2024-09-25 19:06:55.717000+00:00,2024-09-25T19:01:05.326Z,37.789459228515625,-122.40206146240234,Wednesday,19,False
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/UGjdkAxAo0miyxSx.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/Y7_cNYTuP7lFcbUl.webp,True,2024-09-24T00:00:00.000Z,2024-09-24 17:24:06.103000+00:00,2024-09-24T17:21:05.363Z,37.784065,-122.409145,Tuesday,17,True
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/-053bfgsNpnNlLoj.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/bb75__-5EHuhSleM.webp,False,2024-09-24T00:00:00.000Z,2024-09-25 02:43:33.230000+00:00,2024-09-24T17:21:05.363Z,37.789614,-122.401706,Wednesday,2,False
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/Q0ZzqktCJkEkdewO.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/U8TVDAQBDyxzB8El.webp,False,2024-09-23T00:00:00.000Z,2024-09-23 21:45:49.176000+00:00,2024-09-23T21:43:05.336Z,37.789614,-122.401706,Monday,21,False
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/iQAVDdYBmsTMr6FE.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/vYvON-Y77_Fy0xF0.webp,True,2024-09-22T00:00:00.000Z,2024-09-23 11:07:06.238000+00:00,2024-09-23T00:23:05.306Z,37.784065,-122.409145,Monday,11,False
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/UC-ZPFAoXHCQjcX0.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/BNeEGsHjrwjj6DGj.webp,False,2024-09-22T00:00:00.000Z,2024-09-23 19:52:41.320000+00:00,2024-09-23T00:23:05.306Z,37.789614,-122.401706,Monday,19,True
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/W0gLCzkSL5GbnBIS.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/gnu6y9ZLeF_i6gFU.webp,True,2024-09-21T00:00:00.000Z,2024-09-21 20:54:30.655000+00:00,2024-09-21T20:17:05.350Z,37.78884,-122.412053,Saturday,20,True
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/8DnKjRAKaAzQZDi1.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/TZW0_X2yAUCUOoSn.webp,False,2024-09-21T00:00:00.000Z,2024-09-22 03:03:04.121000+00:00,2024-09-21T20:17:05.350Z,37.783534,-122.409378,Sunday,3,False
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/9-Fc-Nl48qY0mfFU.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/Mf4LtxQuoTXk-LYl.webp,True,2024-09-20T00:00:00.000Z,2024-09-21 03:22:59.974000+00:00,2024-09-20T23:50:05.314Z,37.783955,-122.409223,Saturday,3,True
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/SLCPGBkWA2gRl4Pn.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/TgL__HcpPZLM2ft9.webp,False,2024-09-20T00:00:00.000Z,2024-09-21 05:14:01.585000+00:00,2024-09-20T23:50:05.314Z,37.783955,-122.409223,Saturday,5,True
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/EdyI4Wyvyf6n4YP6.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/nwukRJz_IaGrZEup.webp,False,2024-09-19T00:00:00.000Z,2024-09-19 20:35:46.746000+00:00,2024-09-19T20:35:05.374Z,37.430853,-122.174492,Thursday,20,True
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/Gl7nca7jAN4QLJW1.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/PjHPH8xDMmZwq_rf.webp,False,2024-09-19T00:00:00.000Z,2024-09-19 21:28:14.964000+00:00,2024-09-19T20:35:05.374Z,37.433172,-122.178058,Thursday,21,False
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/BuFmJTu1jMfFSbC-.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/wVvpP8bqCayCnqcB.webp,False,2024-09-19T00:00:00.000Z,2024-09-20 01:18:12.702000+00:00,2024-09-19T20:35:05.374Z,37.432661,-122.176861,Friday,1,True
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/dFgbnPCl3dxCJS1h.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/OAaF-J7xMhz-cCHS.webp,False,2024-09-19T00:00:00.000Z,2024-09-20 02:06:34.126000+00:00,2024-09-19T20:35:05.374Z,37.399356,-122.110182,Friday,2,True
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/12Vx0zuVXuRhjoH3.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/5JNNrCCx_eQrJE8X.webp,False,2024-09-19T00:00:00.000Z,2024-09-20 16:54:51.007000+00:00,2024-09-19T20:35:05.374Z,37.40028,-122.111089,Friday,16,True
/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/uejjl9t8aXfvXHi3.webp,/Users/minjaekim/Projects/bereal-ml-project/data/iVkH1ljxruQMdiX6bixQvMbcJBu2-14RWaeP4zbC-mXBQf8Up7/Photos/post/p5PWBgEtW3EZMail.webp,False,2024-09-19T00:00:00.000Z,2024-09-20 19:30:33.202000+00:00,2024-09-19T20:35:05.374Z,37.783955,-122.409223,Friday,19,True
